80806, BUTTER NAAN, KADAI PANEER, CHE SANDWICH, CHE SANDWICH,
86497, PEPSI MIX, COKE MIX,
98989, CHI.RICE, CHE SANDWICH,
104433, CHI.RICE, CHE BURGER,
105383, LAYS / BINGO, WAFFY,
106743, LAYS / BINGO, FRUIT SHAKE,
77598, FRUIT SHAKE, CHE SANDWICH,
81885, FRUIT SHAKE, CHE SANDWICH,
91222, FRUIT SHAKE, CHE SANDWICH,
78017, LAYS / BINGO, LITTLE HEARTS, FRUIT SHAKE,
87722, LITTLE HEARTS, MAKHANIA LASSI,
91452, FRUIT SHAKE, CHE SANDWICH,
92029, KADAI PANEER, BUTTER CHICKEN, FRUIT SHAKE, SLICE, PLAIN NAAN,
92110, LAYS / BINGO, FRUIT SHAKE, ICECREAMSHAKE, PLAIN NAAN,
95407, LITTLE HEARTS, FRUIT SHAKE,
98477, LITTLE HEARTS, COKE MIX,
101598, LAYS / BINGO, LITTLE HEARTS,
114848, LAYS / BINGO, FRUIT SHAKE,
75532, FRUIT SHAKE, CHE SANDWICH,
88944, FRUIT SHAKE, CHE SANDWICH,
96894, FRUIT SHAKE, PANEER FRANKY,
99683, VEG PATTY, FRUIT SHAKE,
104677, FRUIT SHAKE, PANEER FRANKY,
105876, FRUIT SHAKE, PANEER FRANKY,
106954, FRUIT SHAKE, PANEER FRANKY,
108110, VEG PATTY, FRUIT SHAKE,
110385, LAYS / BINGO, FRUIT SHAKE,
116650, PLAIN MAGGI, FRUIT SHAKE,
77658, ALOO PARATHA, CHE SANDWICH,
85320, ICECREAMSHAKE, CHE BURGER,
88643, ALOO PARATHA, CHE SANDWICH,
92629, JAM TREAT, CHE BURGER,
104949, VEG PATTY, MAKHANIA LASSI,
107069, LAYS / BINGO, JAM TREAT, BOURBON,
107071, LAYS / BINGO, JAM TREAT,
107858, VEG PATTY, FRUIT SHAKE,
110140, JAM TREAT, FRUIT SHAKE,
111956, CHE SANDWICH, PANEER FRANKY,
111957, FRUIT SHAKE, CHE SANDWICH,
114441, JAM TREAT, CHE SANDWICH,
88112, PLAIN MAGGI, ICECREAMSHAKE,
116173, VEG RICE, DAIRY MILK@45,
75242, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
76954, LAYS / BINGO, GOODAY@20, PULPY ORANGE,
83015, DAIRY MILK, ALOO PARATHA,
84220, BOURBON, SLICE,
104353, CHOCO PIE, CHE BURGER,
108663, ALOO PARATHA, CHOCO PIE,
112510, VEG PATTY, PLAIN MAGGI,
89503, PULPY ORANGE, CHE SANDWICH,
93938, BUTTER NAAN, KADAI PANEER, MATKA KULFI,
107679, BUTTER NAAN, CHILLI PANEER,
80992, FRUIT SHAKE, COKE MIX, WAFFY,
111086, FRUIT SHAKE, CHE SANDWICH,
82923, CHI.RICE, ICECREAMSHAKE,
83476, LAYS / BINGO, CHE SANDWICH,
86721, LAYS / BINGO, ICECREAMSHAKE, CHE SANDWICH,
88803, ICECREAMSHAKE, CHE SANDWICH,
90878, CHI.RICE, LAYS / BINGO,
93439, CHI.RICE, FRUIT SHAKE,
94145, CHI PASTA, ICECREAMSHAKE,
98982, LAYS / BINGO, CHE SANDWICH,
111925, VEG RICE, ICECREAMSHAKE,
113040, VEG PATTY, BRT. CAKE,
114367, ICECREAMSHAKE, CHE SANDWICH,
116677, LAYS / BINGO, CHOCO PIE,
104801, FRUIT SHAKE, PANEER FRANKY,
77321, MASALA DOSA, ICECREAMSHAKE,
77327, ALOO PARATHA, BUTTER,
82794, ALOO PARATHA, BARAF KA GOLA /FALUDA,
97218, PLAIN MAGGI, CAPRI SUN,
86008, PLAIN MAGGI, LAYS / BINGO,
87762, FRUIT SHAKE, YAMAMA,
90841, LAYS / BINGO, CHE SANDWICH,
92664, LAYS / BINGO, OREO@15, REAL JUICE,
94632, LAYS / BINGO, OREO@15,
96553, LAYS / BINGO, CHE SANDWICH,
99176, LAYS / BINGO, REAL JUICE,
101217, CHI.TANDURY 1/2, REAL JUICE, CHE SANDWICH,
104209, REAL JUICE, TANGRIKABAB HALF,
108252, YAMAMA, REAL JUICE,
111980, LAYS / BINGO, ALOO PARATHA, REAL JUICE, CHE SANDWICH,
112671, REAL JUICE, COKE MIX,
114954, LAYS / BINGO, OREO@30, REAL JUICE,
76336, OREO@30, FRUIT SHAKE,
78415, PLAIN MAGGI, FRUIT SHAKE,
78430, LAYS / BINGO, LITTLE HEARTS,
102012, FRUIT SHAKE, IDLY SAMBHAR,
102078, LAYS / BINGO, LITTLE HEARTS, DAIRY MILK,
107418, FRUIT SHAKE, CHE SANDWICH,
107451, BRT. CAKE, LITTLE HEARTS,
108902, VEG PATTY, LAYS / BINGO, BRT. CAKE,
111288, FRUIT SHAKE, CHE SANDWICH,
112077, FRIED MAGGI, FRUIT SHAKE,
112137, LAYS / BINGO, CHE SANDWICH,
87509, ALOO PARATHA, CHE SANDWICH,
87573, FRUIT SHAKE, CHE SANDWICH, COKE MIX,
83821, COKE MIX, PANEER FRANKY,
85754, LAYS / BINGO, ALOO PARATHA, WAFFY,
85860, CHE SANDWICH, COKE MIX,
91668, ALOO PARATHA, CHE SANDWICH,
108759, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
112514, CHI.RICE, PANEER FRANKY,
114931, PULPY ORANGE, FRUIT SHAKE,
75063, BOURBON, CHE SANDWICH,
90352, FRIED MAGGI, FRUIT SHAKE, CHE SANDWICH,
84150, MAKHANIA LASSI, PANEER FRANKY,
86025, PLAIN MAGGI, FRUIT SHAKE,
89112, BUTTER NAAN, BUTTER CHICKEN,
89969, ALOO PARATHA, ICE,
91006, BUTTER NAAN, BUTTER CHICKEN,
93440, PLAIN MAGGI, FRUIT SHAKE,
93700, VEG PATTY, PEPSI MIX,
94724, BUTTER NAAN, BUTTER CHICKEN,
101369, FRUIT SHAKE, CHE SANDWICH,
112443, BUTTER NAAN, BUTTER CHICKEN,
113805, BUTTER NAAN, BUTTER CHICKEN,
81454, BUTTER NAAN, KADAI PANEER, SILK, PULPY ORANGE, ICECREAMSHAKE,
83477, ICECREAMSHAKE, CHE SANDWICH,
86723, ICECREAMSHAKE, CHE SANDWICH,
88806, ICECREAMSHAKE, MAKHANIA LASSI, CHE SANDWICH,
90379, VEG PASTA, ICECREAMSHAKE, MAKHANIA LASSI,
93150, FRIED MAGGI, MAKHANIA LASSI,
93283, LAYS / BINGO, MAKHANIA LASSI,
95047, MAKHANIA LASSI, CHE SANDWICH,
114506, CHE SANDWICH, WAFFY,
114509, BUTTER NAAN, KADAI PANEER,
83422, CHE SANDWICH, PANEER FRANKY,
81954, PLAIN MAGGI, MY CAN, PANEER FRANKY,
89652, PLAIN MAGGI, FRUIT SHAKE,
98298, LAYS / BINGO, ICECREAMSHAKE,
100939, ICECREAMSHAKE, CHE SANDWICH,
78311, PEPSI MIX, CHE SANDWICH,
78347, SILK, CHOCO PIE,
80872, PULPY ORANGE, CHE SANDWICH,
80929, LAYS / BINGO, PEPSI MIX, CHOCO PIE, CHE SANDWICH,
81671, PULPY ORANGE, CHE SANDWICH,
81691, LAYS / BINGO, SILK, PEPSI MIX, CHOCO PIE, CHE SANDWICH,
83528, GOODAY@20, PEPSI MIX, CHE SANDWICH, BRT CAKES,
85226, VEG PASTA, PULPY ORANGE,
85281, OREO@30, D.MILK, PULPY ORANGE,
87484, VEG PASTA, PULPY ORANGE,
87523, LAYS / BINGO, SLICE, CHE SANDWICH,
89323, LITTLE HEARTS, PEPSI MIX, CHE SANDWICH,
90289, OREO@15, DAIRY MILK,
90312, LAYS / BINGO, CHE SANDWICH,
95412, VEG PASTA, LAYS / BINGO, COKE MIX,
95443, OREO@15, CHE SANDWICH,
96949, VEG PASTA, COKE MIX,
97056, LAYS / BINGO, GOODAY@10, PEPSI MIX, CHE SANDWICH,
99376, PULPY ORANGE, CHE SANDWICH,
99455, CHOCO PIE, CHOCO PIE, COKE MIX,
107389, LAYS / BINGO, BOURBON, COKE MIX,
109155, EGG RICE, PULPY ORANGE,
109189, LAYS / BINGO, BOURBON, SILK, WAFFY,
113228, VEG PASTA, LAYS / BINGO, PULPY ORANGE,
113299, LAYS / BINGO, PULPY ORANGE, CHE SANDWICH,
114228, PULPY ORANGE, CHE SANDWICH,
114292, LAYS / BINGO, CHE SANDWICH,
116105, CHE SANDWICH, DAIRY MILK@45, DAIRY MILK@45,
78628, PULPY ORANGE, ICECREAMSHAKE, CHE SANDWICH,
78637, PULPY ORANGE, CHE SANDWICH,
78669, COKE MIX, PANEER FRANKY,
100390, FRUIT SHAKE, CHE SANDWICH,
107949, LAYS / BINGO, FRUIT SHAKE,
108607, LAYS / BINGO, BOURBON, FIVE STAR@20,
110141, LAYS / BINGO, FRUIT SHAKE,
84252, ALOO PARATHA, MATKA KULFI,
92732, ALOO PARATHA, MATKA KULFI,
100448, ALOO PARATHA, REAL JUICE,
108157, VEG RICE, ICECREAMSHAKE, CHE BURGER,
108254, REAL JUICE, COKE MIX,
113994, PULPY ORANGE, CHE SANDWICH,
115795, BUTTER NAAN, BUTTER CHICKEN,
76731, CHI.RICE, PULPY ORANGE,
90311, LITTLE HEARTS, ICE,
94229, LITTLE HEARTS, MY CAN,
105002, ICECREAMSHAKE, WAFFY,
78202, CHI PASTA, FALUDA KULFI, ALOO PARATHA, PANEER FRANKY,
78856, COKE MIX, PANEER FRANKY,
84998, BUTTER NAAN, KADAI PANEER, PULPY ORANGE, FRUIT SHAKE,
85007, SILK, CHE BURGER, COKE MIX,
85035, FRIED MAGGI, LAYS / BINGO, LAYS / BINGO, FRUIT SHAKE, CHE BURGER,
85038, BUTTER NAAN, KADAI PANEER,
85039, LAYS / BINGO, BOURBON, SILK, BRT CAKES, WAFFY,
85040, YAMAMA, WAFFY,
85044, LAYS / BINGO, OREO@30, BOURBON, WAFFY,
89232, ALOO PARATHA, COKE MIX,
90397, BUTTER NAAN, KADAI PANEER,
95616, CHILLI CHICKEN, FRUIT SHAKE, PANEER FRANKY,
97439, FIVE STAR@20, FRUIT SHAKE, FRUIT SHAKE, ALOO PARATHA, MAKHANIA LASSI,
97444, MASALA DOSA, ALOO PARATHA,
97448, BUTTER NAAN, BUTTER NAAN, KADAI PANEER, CHILLI PANEER, MAKHANIA LASSI,
97449, CHILLI PANEER, COKE MIX,
97453, ICECREAMSHAKE, COKE MIX,
97455, BUTTER NAAN, KADAI PANEER, CHILLI PANEER,
97462, ALOO PARATHA, BUTTER, COKE MIX,
97487, BUTTER NAAN, KADAI PANEER, ICECREAMSHAKE, CHE BURGER,
97493, ICECREAMSHAKE, CHE BURGER,
105172, CHILLI CHICKEN, ICECREAMSHAKE, CHE SANDWICH,
106544, SILK, FRUIT SHAKE,
108529, FRUIT SHAKE, CHE BURGER,
108530, VEG PATTY, CHE BURGER,
108532, CHI.PAKODA, FRUIT SHAKE,
108551, MASALA DOSA, ALOO PARATHA,
110651, BUTTER NAAN, KADAI PANEER, CHILLI CHICKEN,
110652, FRUIT SHAKE, COKE MIX,
75241, MASALA DOSA, CHE SANDWICH,
76532, FRUIT SHAKE, FALUDA KULFI, SLICE,
90947, FRUIT SHAKE, FRIED IDLY,
105125, LAYS / BINGO, COKE MIX,
111782, LAYS / BINGO, REAL JUICE,
115981, PLAIN MAGGI, LAYS / BINGO,
74764, PULPY ORANGE, FRUIT SHAKE, ICECREAMSHAKE, ALOO PARATHA,
74769, CHI.PAKODA, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, FALUDA KULFI,
74770, PULPY ORANGE, COKE MIX,
74874, FRUIT SHAKE, ICECREAMSHAKE, BARAF KA GOLA /FALUDA, COKE MIX,
94219, ALOO PARATHA, CHE SANDWICH,
84603, LAYS / BINGO, GOODAY@20, BOURBON,
103298, LAYS / BINGO, BOURBON, CHE SANDWICH,
114817, LAYS / BINGO, ALOO PARATHA,
116447, FIVE STAR@25, IDLY SAMBHAR,
101996, BUTTER NAAN, CHILLI PANEER, CHILLI CHICKEN,
102019, BUTTER NAAN, KADAI PANEER,
102063, BUTTER NAAN, FRUIT SHAKE,
105787, BOURBON, MAKHANIA LASSI,
84173, CHE SANDWICH, PANEER FRANKY,
86694, MASALA DOSA, CHE SANDWICH,
93981, CHE SANDWICH, PANEER FRANKY,
101070, FRIED IDLY, CHE SANDWICH,
108140, FRUIT SHAKE, CHE BURGER,
110772, CHE SANDWICH, PANEER FRANKY,
111861, CHE SANDWICH, PANEER FRANKY,
75523, CHOCO PIE, YAMAMA,
109779, BUTTER NAAN, KADAI PANEER,
95674, CHI.PAKODA, KADAI PANEER, ALOO PARATHA,
79358, FRUIT SHAKE, FRUIT SHAKE, COKE MIX,
83216, BUTTER NAAN, BUTTER CHICKEN,
85262, ICE, CHE BURGER,
104373, COKE CAN, COKE MIX,
110348, CHE BURGER, COKE MIX,
112763, BUTTER NAAN, KADAI PANEER, COKE CAN,
114615, PULPY ORANGE, CHE SANDWICH, DAIRY MILK@45,
75740, CHI PASTA, CHILLI CHICKEN, FRUIT SHAKE,
77225, GOODAY@20, FRUIT SHAKE,
82813, CHI PASTA, CHI.PAKODA,
84280, FRUIT SHAKE, PANEER FRANKY,
88004, BUTTER NAAN, CHILLI CHICKEN,
97337, LAYS / BINGO, FRUIT SHAKE,
98237, LITTLE HEARTS, FRUIT SHAKE,
99022, PULPY ORANGE, FRUIT SHAKE,
100090, BUTTER NAAN, BUTTER CHICKEN,
108927, YAMAMA, COKE MIX,
111376, FRUIT SHAKE, PANEER FRANKY,
115063, BUTTER NAAN, BUTTER CHICKEN,
82708, FALUDA KULFI, ALOO PARATHA, BUTTER,
83917, ICECREAMSHAKE, PANEER FRANKY,
94324, ICECREAMSHAKE, PANEER FRANKY,
99183, LITTLE HEARTS, PEPSI MIX,
100980, ICECREAMSHAKE, CHE SANDWICH,
104331, ICECREAMSHAKE, PANEER FRANKY,
112639, BUTTER NAAN, COKE MIX,
114851, LITTLE HEARTS, ICECREAMSHAKE,
81834, CHE SANDWICH, PANEER FRANKY,
81854, PLAIN MAGGI, ICE,
81863, DAIRY MILK, ICE,
82955, FRUIT SHAKE, CHE SANDWICH,
86722, CHE SANDWICH, WAFFY,
88752, FRUIT SHAKE, CHE SANDWICH,
91898, FRUIT SHAKE, PANEER FRANKY,
105028, PLAIN MAGGI, LAYS / BINGO, PULPY ORANGE,
109989, LAYS / BINGO, CHE BURGER,
110003, PULPY ORANGE, PANEER FRANKY,
114780, BUTTER NAAN, KADAI PANEER,
114844, LAYS / BINGO, FRUIT SHAKE,
79154, BUTTER NAAN, LAYS / BINGO, D.MILK,
79207, BUTTER NAAN, CHILLI CHICKEN, PANEER FRANKY,
79355, CHI.RICE, CHILLI PANEER, CHILLI CHICKEN,
80922, BUTTER NAAN, CHILLI CHICKEN, LAYS / BINGO, COKE MIX,
92273, COKE CAN, CHE BURGER,
94683, CHI PASTA, COKE MIX,
94752, LITTLE HEARTS, FRUIT SHAKE,
96538, FRUIT SHAKE, ALOO PARATHA,
98886, PULPY ORANGE, CHE SANDWICH,
109816, LAYS / BINGO, BRT. CAKE, JAM TREAT, CHOCO PIE, CHE SANDWICH,
111079, CHI.PAKODA, PULPY ORANGE,
112679, MIX UTTAPAM, CHILLI PANEER, REAL JUICE, CHE BURGER,
115218, LITTLE HEARTS, ICECREAMSHAKE,
115332, FRIED MAGGI, JAM TREAT, FIVE STAR@25,
115366, OREO@30, FRUIT SHAKE,
83698, LAYS / BINGO, ALOO PARATHA,
84586, ALOO PARATHA, MY CAN,
96861, ALOO PARATHA, MY CAN,
99379, ALOO PARATHA, COKE MIX,
102175, COKE CAN, ALOO PARATHA,
116168, COKE CAN, FRUIT SHAKE, ALOO PARATHA, ICE, CHE SANDWICH,
116307, ALOO PARATHA, COKE MIX,
116310, FRUIT SHAKE, ALOO PARATHA,
116731, FRUIT SHAKE, COKE MIX,
112029, FRUIT SHAKE, ICECREAMSHAKE,
79664, ICECREAMSHAKE, CHE BURGER, PANEER FRANKY,
90435, FRIED IDLY, CHE SANDWICH,
95934, LAYS / BINGO, PANEER FRANKY,
74792, BUTTER NAAN, BUTTER NAAN, COKE MIX,
77487, PEPSI MIX, CHE SANDWICH,
79356, LAYS / BINGO, SILK, PEPSI MIX, PEPSI MIX,
81039, CHI.RICE, CHE SANDWICH, COKE MIX,
81121, LAYS / BINGO, DAIRY MILK,
83820, COKE MIX, PANEER FRANKY,
85756, ALOO PARATHA, COKE MIX,
88022, BUTTER NAAN, COKE MIX,
108305, ALOO PARATHA, COKE MIX,
112515, COKE MIX, PANEER FRANKY,
114927, LAYS / BINGO, COKE MIX,
77336, BUTTER NAAN, CHILLI CHICKEN,
77458, PULPY ORANGE, MY CAN,
78758, BUTTER NAAN, CHILLI CHICKEN,
78827, PULPY ORANGE, COKE CAN,
82034, BUTTER NAAN, CHILLI CHICKEN,
84361, PULPY ORANGE, MY CAN,
85183, PULPY ORANGE, MY CAN, CHE BURGER,
86681, PULPY ORANGE, CHE SANDWICH,
87986, BUTTER NAAN, CHILLI CHICKEN,
89659, PULPY ORANGE, PEPSI MIX,
90713, PULPY ORANGE, FRUIT SHAKE,
98662, BUTTER NAAN, CHILLI CHICKEN,
100091, BUTTER NAAN, BUTTER CHICKEN,
100228, PULPY ORANGE, COKE CAN,
104182, BUTTER NAAN, CHILLI CHICKEN,
105230, BUTTER NAAN, CHILLI CHICKEN,
106952, BUTTER NAAN, CHILLI CHICKEN,
107832, BUTTER NAAN, KADAI PANEER,
109631, BUTTER NAAN, CHILLI CHICKEN,
110159, BUTTER NAAN, CHILLI CHICKEN,
111423, BUTTER NAAN, BUTTER CHICKEN,
111460, PULPY ORANGE, COKE CAN,
115412, FIVE STAR@25, PULPY ORANGE,
75560, SILK, PULPY ORANGE, CHE SANDWICH, BRT CAKES,
75633, ICECREAMSHAKE, CHE SANDWICH,
76965, LAYS / BINGO, DAIRY MILK, PULPY ORANGE, CHE SANDWICH, COKE MIX,
76974, PULPY ORANGE, ICECREAMSHAKE,
79151, CHILLI CHICKEN, PULPY ORANGE, PEPSI MIX,
81040, LAYS / BINGO, FRUIT SHAKE, CHE SANDWICH,
83703, FRUIT SHAKE, CHE SANDWICH,
85750, LAYS / BINGO, BOURBON, KAJU SHAKE, CHE SANDWICH,
85858, PULPY ORANGE, CHE SANDWICH,
88372, FIVE STAR@20, PULPY ORANGE, CHE SANDWICH, BRT CAKES,
88376, ICECREAMSHAKE, CHE SANDWICH,
91669, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
106123, LAYS / BINGO, BRT. CAKE, JAM TREAT, BOURBON,
106130, COKE MIX, WAFFY,
108500, CHI.TANDURI FULL, PULPY ORANGE, FRUIT SHAKE,
110689, FRUIT SHAKE, CHE SANDWICH,
110728, PULPY ORANGE, CHE SANDWICH,
112797, MASALA DOSA, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, CHE BURGER,
112800, ICECREAMSHAKE, CHE BURGER, CHE BURGER,
112803, VEG RICE, FRUIT SHAKE, FRUIT SHAKE, ALOO PARATHA, CHE BURGER,
112804, BUTTER NAAN, CHILLI PANEER, FRUIT SHAKE,
112805, BUTTER NAAN, KADAI PANEER,
112806, BUTTER NAAN, KADAI PANEER,
112808, BUTTER NAAN, KADAI PANEER, CHE BURGER,
112809, COKE CAN, CHE BURGER,
112811, FRUIT SHAKE, CHE BURGER,
112813, BUTTER NAAN, KADAI PANEER,
112818, BRT. CAKE, ICECREAMSHAKE,
112820, GOODAY@10, CHOCO PIE,
112822, FIVE STAR@20, FRUIT SHAKE, FRUIT SHAKE, CHE BURGER,
112838, VEG RICE, PULPY ORANGE, FRUIT SHAKE, CHE BURGER,
112842, BUTTER NAAN, KADAI PANEER, PULPY ORANGE, ALOO PARATHA, CHE BURGER,
112845, BUTTER NAAN, KADAI PANEER,
112857, FRUIT SHAKE, ICECREAMSHAKE,
112874, FRUIT SHAKE, ICECREAMSHAKE,
112900, LITTLE HEARTS, FRUIT SHAKE, CHOCO PIE, COKE MIX,
112904, FRUIT SHAKE, FRUIT SHAKE, WAFFY,
114140, LAYS / BINGO, BRT. CAKE, CHE SANDWICH, COKE MIX,
76359, FRUIT SHAKE, PEPSI MIX,
79347, VEG RICE, PEPSI MIX,
80727, VEG RICE, PEPSI MIX, CHE SANDWICH,
108246, VEG RICE, ALOO PARATHA, COKE MIX,
108915, VEG PATTY, ALOO PARATHA, COKE MIX,
109781, VEG RICE, ALOO PARATHA, COKE MIX,
110429, ALOO PARATHA, COKE MIX,
111375, VEG RICE, COKE MIX,
94993, LAYS / BINGO, JAM TREAT,
75240, COKE CAN, FRUIT SHAKE,
83597, MY CAN, PANEER FRANKY,
89743, PLAIN MAGGI, ALOO PARATHA, WAFFY,
92190, LAYS / BINGO, MY CAN,
96200, FRUIT SHAKE, PANEER FRANKY,
100666, BUTTER NAAN, KADAI PANEER,
100740, CHE SANDWICH, WAFFY,
113016, BRT. CAKE, PULPY ORANGE, ALOO PARATHA, CHE BURGER, COKE MIX,
79678, CHI PASTA, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
81415, CHI PASTA, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
83224, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
86378, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
88003, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
90068, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
94049, CHI PASTA, COKE CAN,
98766, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
99967, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
103651, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
105021, BUTTER NAAN, COKE CAN,
106481, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
108395, BUTTER NAAN, CHILLI CHICKEN, COKE MIX,
109988, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
110612, BUTTER NAAN, CHILLI CHICKEN,
111745, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
113629, BUTTER NAAN, CHILLI CHICKEN,
115158, BUTTER NAAN, CHILLI CHICKEN, COKE CAN,
91844, ICECREAMSHAKE, ICE,
100391, FRUIT SHAKE, CHE SANDWICH,
79683, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE,
80738, FRUIT SHAKE, ICECREAMSHAKE,
81835, ICE, PANEER FRANKY,
86427, CHILLI PANEER, SLICE,
102705, FRUIT SHAKE, CHE SANDWICH,
115163, BUTTER NAAN, KADAI PANEER,
84176, CHE SANDWICH, PANEER FRANKY,
101134, SILK, CHE SANDWICH, BRT CAKES,
107547, LAYS / BINGO, PULPY ORANGE,
109027, FRUIT SHAKE, WAFFY,
90115, BUTTER NAAN, BUTTER CHICKEN,
100384, FRUIT SHAKE, ALOO PARATHA, CHE SANDWICH,
114116, ICECREAMSHAKE, CHE SANDWICH,
85503, FRIED MAGGI, ICECREAMSHAKE,
86565, MASALA DOSA, CHE SANDWICH,
89343, CHE SANDWICH, COKE MIX,
94883, FRIED MAGGI, COKE MIX,
77230, LAYS / BINGO, SILK,
91446, FRUIT SHAKE, CHE SANDWICH,
100910, PULPY ORANGE, SAMBHAR VADA,
104451, FRUIT SHAKE, ALOO PARATHA,
76832, LAYS / BINGO, PEPSI MIX,
92013, PLAIN MAGGI, ALOO PARATHA,
85543, FRUIT SHAKE, ALOO PARATHA,
85585, D.MILK, ALOO PARATHA,
89338, FRUIT SHAKE, ALOO PARATHA,
92993, VEG PATTY, FRUIT SHAKE, FRUIT SHAKE, ALOO PARATHA,
102351, ALOO PARATHA, FRIED IDLY,
99389, GOODAY@10, LITTLE HEARTS,
100851, FRUIT SHAKE, CHE SANDWICH,
105867, PLAIN MAGGI, PANEER FRANKY,
87096, CHI.RICE, ALOO PARATHA,
75463, CHI.RICE, AMUL KOOL@22,
77123, CHI.RICE, PULPY ORANGE, CHE SANDWICH,
77236, GOODAY@20, PULPY ORANGE,
78617, CHI.RICE, ICE, PANEER FRANKY,
78634, BOURBON, PULPY ORANGE, CHE SANDWICH, COKE MIX,
83761, OREO@30, BRT CAKES,
92465, FRUIT SHAKE, CHOCO PIE,
97842, FRUIT SHAKE, CHE BURGER, COKE MIX,
100880, CHI.RICE, OREO@30, DAIRY MILK, CHE SANDWICH,
104266, ALOO PARATHA, CHE BURGER,
104330, CHILLI CHICKEN, PULPY ORANGE,
105885, CHILLI CHICKEN, PULPY ORANGE,
107550, BRT. CAKE, BOURBON,
107867, BRT. CAKE, JAM TREAT, LITTLE HEARTS, PULPY ORANGE,
108312, JAM TREAT, ALOO PARATHA, REAL JUICE,
108867, VEG PATTY, D.MILK,
109439, FRIED MAGGI, PULPY ORANGE, CHE SANDWICH, COKE MIX,
109468, COKE CAN, COKE MIX,
109473, JAM TREAT, BOURBON,
109813, PULPY ORANGE, CHOCO PIE,
110100, CHI.RICE, PULPY ORANGE, CHE BURGER,
110577, VEG PATTY, REAL JUICE,
111516, ICECREAMSHAKE, ALOO PARATHA,
112160, CHI.RICE, PULPY ORANGE, CHE SANDWICH,
114938, DAIRY MILK, ALOO PARATHA, YAMAMA, REAL JUICE,
116053, PULPY ORANGE, COKE MIX,
116121, PULPY ORANGE, COKE MIX,
116212, PULPY ORANGE, COKE MIX,
94014, ICECREAMSHAKE, CHE SANDWICH,
101132, LAYS / BINGO, BOURBON, COKE MIX,
107515, LAYS / BINGO, COKE MIX,
98698, CHI.TANDURY 1/2, BUTTER NAAN, KADAI PANEER, FRUIT SHAKE, CHE SANDWICH,
98703, FRUIT SHAKE, REAL JUICE, COKE MIX, CAPRI SUN,
98705, BUTTER NAAN, CHILLI PANEER,
98722, BUTTER NAAN, ICECREAMSHAKE, YAMAMA, COKE MIX,
98723, FIVE STAR@25, FIVE STAR@25,
98725, CHI.RICE, BUTTER NAAN, BUTTER CHICKEN, COKE MIX,
78220, LAYS / BINGO, FIVE STAR@20, BRT CAKES, WAFFY,
80103, LAYS / BINGO, GOODAY@20, LITTLE HEARTS,
85967, ALOO PARATHA, BUTTER,
101979, CHILLI CHICKEN, CHE SANDWICH,
102066, FRUIT SHAKE, ALOO PARATHA, BUTTER,
76111, FRUIT SHAKE, CHE SANDWICH,
76120, MY CAN, KAJU SHAKE,
77356, MY CAN, CHE SANDWICH,
96754, MY CAN, CHE SANDWICH,
79380, LITTLE HEARTS, WAFFY,
84217, FRUIT SHAKE, CHE SANDWICH,
98863, CHI.RICE, LITTLE HEARTS, CHE SANDWICH,
102574, CHI.PAKODA, GOODAY@10, LITTLE HEARTS,
108176, LAYS / BINGO, LITTLE HEARTS,
114873, LAYS / BINGO, LITTLE HEARTS,
80973, FRUIT SHAKE, COKE MIX,
82919, MAKHANIA LASSI, CHE SANDWICH,
95179, LAYS / BINGO, CHE SANDWICH, CHE SANDWICH,
101067, LAYS / BINGO, CHE SANDWICH,
108100, VEG PATTY, MASALA DOSA,
108179, LITTLE HEARTS, WAFFY,
81864, FRUIT SHAKE, ALOO PARATHA,
101442, FRUIT SHAKE, FRIED IDLY,
109978, FRUIT SHAKE, PANEER FRANKY,
93703, VEG PATTY, FRUIT SHAKE,
85042, OREO@30, D.MILK,
88240, LAYS / BINGO, LAYS / BINGO,
90486, PULPY ORANGE, ALOO PARATHA,
97265, PLAIN MAGGI, COKE CAN,
103751, BUTTER NAAN, COKE MIX,
109481, FRUIT SHAKE, ALOO PARATHA,
110091, FRUIT SHAKE, ALOO PARATHA,
110930, ALOO PARATHA, CHE SANDWICH,
111945, PLAIN MAGGI, FRUIT SHAKE,
91506, LAYS / BINGO, PEPSI MIX,
104239, LAYS / BINGO, REAL JUICE,
83903, LAYS / BINGO, YAMAMA,
85975, PLAIN MAGGI, LAYS / BINGO,
94866, BUTTER NAAN, KADAI PANEER,
99725, BUTTER NAAN, KADAI PANEER,
